image_path,subject_id,behavior,condition,lighting,timestamp,face_detected,ear,mar,jaw_ratio,yaw,pitch,roll,brightness
S01/glasses/attentive/S01_attentive_glasses_000042.jpg,S01,attentive,glasses,glasses,,1,0.31028,0.45179,0.46677,-28.334,-178.756,-175.207,134.29
S01/glasses/attentive/S01_attentive_glasses_000043.jpg,S01,attentive,glasses,glasses,,1,0.30475,0.45468,0.46485,-28.637,-179.234,-174.846,134.4
S01/glasses/attentive/S01_attentive_glasses_000044.jpg,S01,attentive,glasses,glasses,,1,0.30831,0.45214,0.47244,-28.232,-178.416,-175.138,134.3
S01/glasses/attentive/S01_attentive_glasses_000045.jpg,S01,attentive,glasses,glasses,,1,0.31056,0.45413,0.46949,-28.214,-179.407,-174.991,134.46
S01/glasses/attentive/S01_attentive_glasses_000046.jpg,S01,attentive,glasses,glasses,,1,0.31783,0.45178,0.47531,-28.756,-178.267,-175.469,134.43
S01/glasses/attentive/S01_attentive_glasses_000047.jpg,S01,attentive,glasses,glasses,,1,0.33157,0.45155,0.47598,-29.583,-179.202,-174.422,134.42
S01/glasses/attentive/S01_attentive_glasses_000048.jpg,S01,attentive,glasses,glasses,,1,0.30811,0.45234,0.47398,-28.519,-178.362,-175.223,134.42
S01/glasses/attentive/S01_attentive_glasses_000049.jpg,S01,attentive,glasses,glasses,,1,0.31471,0.4537,0.46987,-28.099,-179.995,-175.073,134.43
S01/glasses/attentive/S01_attentive_glasses_000050.jpg,S01,attentive,glasses,glasses,,1,0.31222,0.45471,0.47491,-29.955,-179.246,-174.295,134.39
S01/glasses/attentive/S01_attentive_glasses_000051.jpg,S01,attentive,glasses,glasses,,1,0.30168,0.45181,0.47186,-28.593,-179.67,-174.423,134.59
S01/glasses/attentive/S01_attentive_glasses_000052.jpg,S01,attentive,glasses,glasses,,1,0.31718,0.45514,0.46657,-28.268,-179.438,-174.832,134.54
S01/glasses/attentive/S01_attentive_glasses_000053.jpg,S01,attentive,glasses,glasses,,1,0.31158,0.45127,0.46562,-27.818,-179.498,-175.088,134.54
S01/glasses/attentive/S01_attentive_glasses_000054.jpg,S01,attentive,glasses,glasses,,1,0.32204,0.45272,0.46647,-27.915,-179.771,-174.756,134.51
S01/glasses/attentive/S01_attentive_glasses_000055.jpg,S01,attentive,glasses,glasses,,1,0.31414,0.45192,0.46396,-28.254,-179.563,-174.541,134.62
S01/glasses/attentive/S01_attentive_glasses_000056.jpg,S01,attentive,glasses,glasses,,1,0.31234,0.45289,0.47066,-28.643,179.793,-174.776,134.51
S01/glasses/attentive/S01_attentive_glasses_000057.jpg,S01,attentive,glasses,glasses,,1,0.30057,0.4532,0.46457,-30.031,-179.358,-174.688,134.59
S01/glasses/attentive/S01_attentive_glasses_000058.jpg,S01,attentive,glasses,glasses,,1,0.31581,0.45542,0.47303,-29.616,179.942,-174.688,134.64
S01/glasses/attentive/S01_attentive_glasses_000059.jpg,S01,attentive,glasses,glasses,,1,0.30513,0.45565,0.46504,-28.441,179.417,-174.051,134.63
S01/glasses/attentive/S01_attentive_glasses_000060.jpg,S01,attentive,glasses,glasses,,1,0.31671,0.45429,0.47643,-29.261,179.932,-174.631,134.68
S01/glasses/attentive/S01_attentive_glasses_000061.jpg,S01,attentive,glasses,glasses,,1,0.30785,0.45303,0.46245,-29.089,-178.544,-174.842,134.79
S01/glasses/attentive/S01_attentive_glasses_000062.jpg,S01,attentive,glasses,glasses,,1,0.30827,0.45369,0.47009,-29.156,-177.912,-175.142,135.09
S01/glasses/attentive/S01_attentive_glasses_000063.jpg,S01,attentive,glasses,glasses,,1,0.31573,0.45394,0.46959,-28.819,-178.836,-175.136,135.33
S01/glasses/attentive/S01_attentive_glasses_000064.jpg,S01,attentive,glasses,glasses,,1,0.3259,0.45088,0.48725,-26.791,-178.401,-174.804,135.75
S01/glasses/attentive/S01_attentive_glasses_000065.jpg,S01,attentive,glasses,glasses,,1,0.31802,0.45478,0.47605,-27.399,-179.358,-175.427,136.0
S01/glasses/attentive/S01_attentive_glasses_000066.jpg,S01,attentive,glasses,glasses,,1,0.32921,0.45457,0.47821,-28.038,-177.833,-175.309,136.12
S01/glasses/attentive/S01_attentive_glasses_000067.jpg,S01,attentive,glasses,glasses,,1,0.32461,0.45157,0.48308,-26.996,-177.277,-175.437,136.23
S01/glasses/attentive/S01_attentive_glasses_000068.jpg,S01,attentive,glasses,glasses,,1,0.31587,0.45099,0.48392,-26.9,-179.54,-175.026,136.4
S01/glasses/attentive/S01_attentive_glasses_000069.jpg,S01,attentive,glasses,glasses,,1,0.31638,0.45406,0.47997,-26.968,-178.936,-174.568,136.57
S01/glasses/attentive/S01_attentive_glasses_000070.jpg,S01,attentive,glasses,glasses,,1,0.31761,0.45228,0.48561,-26.647,-179.343,-174.576,136.48
S01/glasses/attentive/S01_attentive_glasses_000071.jpg,S01,attentive,glasses,glasses,,1,0.32016,0.452,0.48375,-26.931,-178.668,-174.623,136.46
S01/glasses/attentive/S01_attentive_glasses_000072.jpg,S01,attentive,glasses,glasses,,1,0.32653,0.45379,0.48168,-27.111,-179.339,-174.615,136.51
S01/glasses/attentive/S01_attentive_glasses_000073.jpg,S01,attentive,glasses,glasses,,1,0.33,0.4507,0.49061,-25.977,-177.573,-175.127,136.47
S01/glasses/attentive/S01_attentive_glasses_000074.jpg,S01,attentive,glasses,glasses,,1,0.32427,0.45093,0.47711,-26.867,-179.445,-175.158,136.4
S01/glasses/attentive/S01_attentive_glasses_000075.jpg,S01,attentive,glasses,glasses,,1,0.31877,0.45409,0.47976,-27.413,-179.694,-174.978,136.42
S01/glasses/attentive/S01_attentive_glasses_000076.jpg,S01,attentive,glasses,glasses,,1,0.30496,0.45361,0.4709,-27.68,-178.594,-174.789,136.36
S01/glasses/attentive/S01_attentive_glasses_000077.jpg,S01,attentive,glasses,glasses,,1,0.31457,0.45333,0.47233,-27.649,179.944,-175.112,136.27
S01/glasses/attentive/S01_attentive_glasses_000078.jpg,S01,attentive,glasses,glasses,,1,0.31822,0.45167,0.47832,-26.697,-179.108,-174.817,136.31
S01/glasses/attentive/S01_attentive_glasses_000079.jpg,S01,attentive,glasses,glasses,,1,0.33412,0.45119,0.47303,-28.505,-178.321,-174.804,136.17
S01/glasses/attentive/S01_attentive_glasses_000080.jpg,S01,attentive,glasses,glasses,,1,0.32349,0.45249,0.47915,-26.97,-177.99,-175.24,136.19
S01/glasses/attentive/S01_attentive_glasses_000081.jpg,S01,attentive,glasses,glasses,,1,0.32799,0.45269,0.47843,-27.211,-178.855,-175.313,136.19
S01/glasses/attentive/S01_attentive_glasses_000082.jpg,S01,attentive,glasses,glasses,,1,0.33114,0.45261,0.47947,-26.676,179.869,-175.311,136.14
S01/glasses/attentive/S01_attentive_glasses_000083.jpg,S01,attentive,glasses,glasses,,1,0.31578,0.45174,0.4765,-27.636,-178.672,-175.632,136.19
S01/glasses/attentive/S01_attentive_glasses_000084.jpg,S01,attentive,glasses,glasses,,1,0.32644,0.45187,0.47942,-26.535,-177.714,-176.073,136.26
S01/glasses/attentive/S01_attentive_glasses_000085.jpg,S01,attentive,glasses,glasses,,1,0.32169,0.45121,0.48494,-26.893,-179.475,-175.109,136.18
S01/glasses/attentive/S01_attentive_glasses_000086.jpg,S01,attentive,glasses,glasses,,1,0.31361,0.453,0.48523,-27.191,-178.809,-175.172,136.29
S01/glasses/attentive/S01_attentive_glasses_000087.jpg,S01,attentive,glasses,glasses,,1,0.27377,0.45212,0.48201,-26.626,-177.581,-176.028,136.27
S01/glasses/attentive/S01_attentive_glasses_000088.jpg,S01,attentive,glasses,glasses,,1,0.30403,0.45105,0.48127,-27.022,-178.738,-175.038,136.3
S01/glasses/attentive/S01_attentive_glasses_000089.jpg,S01,attentive,glasses,glasses,,1,0.3094,0.45287,0.47898,-26.786,-179.484,-174.901,136.26
S01/glasses/attentive/S01_attentive_glasses_000090.jpg,S01,attentive,glasses,glasses,,1,0.31976,0.45253,0.47698,-27.437,-178.732,-175.24,136.28
S01/glasses/attentive/S01_attentive_glasses_000091.jpg,S01,attentive,glasses,glasses,,1,0.31565,0.45138,0.47723,-27.038,-178.449,-175.054,136.26
S01/glasses/attentive/S01_attentive_glasses_000092.jpg,S01,attentive,glasses,glasses,,1,0.32657,0.45244,0.48459,-27.14,-178.625,-174.54,136.33
S01/glasses/attentive/S01_attentive_glasses_000093.jpg,S01,attentive,glasses,glasses,,1,0.32897,0.45184,0.47903,-26.23,-177.656,-175.188,136.26
S01/glasses/attentive/S01_attentive_glasses_000094.jpg,S01,attentive,glasses,glasses,,1,0.32764,0.45176,0.48956,-26.367,-178.339,-175.364,136.29
S01/glasses/attentive/S01_attentive_glasses_000095.jpg,S01,attentive,glasses,glasses,,1,0.30665,0.45367,0.48364,-25.992,-178.672,-174.957,136.3
S01/glasses/attentive/S01_attentive_glasses_000096.jpg,S01,attentive,glasses,glasses,,1,0.30717,0.45347,0.48364,-25.769,-178.19,-175.328,136.19
S01/glasses/attentive/S01_attentive_glasses_000097.jpg,S01,attentive,glasses,glasses,,1,0.31631,0.45262,0.47812,-26.554,-178.811,-175.078,136.3
S01/glasses/attentive/S01_attentive_glasses_000098.jpg,S01,attentive,glasses,glasses,,1,0.3137,0.45324,0.48903,-24.189,-178.797,-175.249,136.24
S01/glasses/attentive/S01_attentive_glasses_000099.jpg,S01,attentive,glasses,glasses,,1,0.32176,0.4507,0.4832,-25.394,-178.388,-175.533,136.24
S01/glasses/attentive/S01_attentive_glasses_000100.jpg,S01,attentive,glasses,glasses,,1,0.3186,0.4525,0.48831,-25.3,-178.871,-174.991,136.27
S01/glasses/attentive/S01_attentive_glasses_000101.jpg,S01,attentive,glasses,glasses,,1,0.31644,0.45353,0.47841,-27.525,-177.66,-175.15,136.24
S01/glasses/attentive/S01_attentive_glasses_000102.jpg,S01,attentive,glasses,glasses,,1,0.32292,0.45252,0.48945,-26.33,-179.163,-174.649,136.31
S01/glasses/attentive/S01_attentive_glasses_000103.jpg,S01,attentive,glasses,glasses,,1,0.31524,0.45617,0.49229,-25.735,-179.03,-174.783,136.47
S01/glasses/attentive/S01_attentive_glasses_000104.jpg,S01,attentive,glasses,glasses,,1,0.31809,0.45139,0.5012,-24.575,-177.585,-175.874,136.53
S01/glasses/attentive/S01_attentive_glasses_000105.jpg,S01,attentive,glasses,glasses,,1,0.31863,0.45176,0.48786,-25.732,-178.001,-175.365,136.59
S01/glasses/attentive/S01_attentive_glasses_000106.jpg,S01,attentive,glasses,glasses,,1,0.31872,0.45204,0.47984,-25.225,-177.591,-175.18,136.69
S01/glasses/attentive/S01_attentive_glasses_000107.jpg,S01,attentive,glasses,glasses,,1,0.31474,0.45257,0.47538,-24.867,-178.492,-175.023,136.66
S01/glasses/attentive/S01_attentive_glasses_000108.jpg,S01,attentive,glasses,glasses,,1,0.3044,0.45104,0.48202,-25.612,-178.147,-175.353,136.57
S01/glasses/attentive/S01_attentive_glasses_000109.jpg,S01,attentive,glasses,glasses,,1,0.31382,0.4526,0.48361,-25.603,-177.826,-175.099,136.67
S01/glasses/attentive/S01_attentive_glasses_000110.jpg,S01,attentive,glasses,glasses,,1,0.31932,0.45372,0.47913,-24.928,-178.158,-175.183,136.54
S01/glasses/attentive/S01_attentive_glasses_000111.jpg,S01,attentive,glasses,glasses,,1,0.31267,0.45248,0.47669,-27.815,-177.982,-175.103,136.49
S01/glasses/attentive/S01_attentive_glasses_000112.jpg,S01,attentive,glasses,glasses,,1,0.31907,0.45112,0.48122,-26.601,-178.106,-175.127,136.51
S01/glasses/attentive/S01_attentive_glasses_000113.jpg,S01,attentive,glasses,glasses,,1,0.31824,0.45036,0.47681,-26.551,-178.534,-174.769,136.43
S01/glasses/attentive/S01_attentive_glasses_000114.jpg,S01,attentive,glasses,glasses,,1,0.31755,0.45172,0.48607,-26.235,-179.142,-175.129,136.46
S01/glasses/attentive/S01_attentive_glasses_000115.jpg,S01,attentive,glasses,glasses,,1,0.31866,0.45106,0.47708,-25.448,-177.472,-175.576,136.5
S01/glasses/attentive/S01_attentive_glasses_000116.jpg,S01,attentive,glasses,glasses,,1,0.31251,0.45012,0.49427,-25.134,-178.373,-175.586,136.51
S01/glasses/attentive/S01_attentive_glasses_000117.jpg,S01,attentive,glasses,glasses,,1,0.32554,0.45274,0.49136,-25.93,-176.915,-175.909,136.44
S01/glasses/attentive/S01_attentive_glasses_000118.jpg,S01,attentive,glasses,glasses,,1,0.32664,0.4512,0.49408,-25.832,-178.485,-175.732,136.42
S01/glasses/attentive/S01_attentive_glasses_000119.jpg,S01,attentive,glasses,glasses,,1,0.30886,0.45238,0.48469,-25.35,-178.247,-175.494,136.37
S01/glasses/attentive/S01_attentive_glasses_000120.jpg,S01,attentive,glasses,glasses,,1,0.32109,0.45236,0.48543,-27.066,-176.857,-175.878,136.36
S01/glasses/attentive/S01_attentive_glasses_000121.jpg,S01,attentive,glasses,glasses,,1,0.3143,0.45205,0.48311,-26.055,-177.583,-175.442,136.35
S01/glasses/attentive/S01_attentive_glasses_000122.jpg,S01,attentive,glasses,glasses,,1,0.32537,0.45358,0.48147,-25.621,-178.972,-175.003,136.32
S01/glasses/attentive/S01_attentive_glasses_000123.jpg,S01,attentive,glasses,glasses,,1,0.31065,0.45432,0.47723,-27.241,-179.165,-175.074,136.3
S01/glasses/attentive/S01_attentive_glasses_000124.jpg,S01,attentive,glasses,glasses,,1,0.3172,0.45347,0.49974,-26.039,-177.93,-175.229,136.34
S01/glasses/attentive/S01_attentive_glasses_000125.jpg,S01,attentive,glasses,glasses,,1,0.32383,0.45254,0.48245,-25.063,-177.561,-175.467,136.22
S01/glasses/attentive/S01_attentive_glasses_000126.jpg,S01,attentive,glasses,glasses,,1,0.32949,0.45081,0.48249,-26.712,-178.958,-174.951,136.32
S01/glasses/attentive/S01_attentive_glasses_000127.jpg,S01,attentive,glasses,glasses,,1,0.32904,0.45187,0.4891,-25.698,-177.74,-175.707,136.26
S01/glasses/attentive/S01_attentive_glasses_000128.jpg,S01,attentive,glasses,glasses,,1,0.31554,0.45186,0.4842,-26.879,-179.178,-174.958,136.25
S01/glasses/attentive/S01_attentive_glasses_000129.jpg,S01,attentive,glasses,glasses,,1,0.3235,0.45231,0.47968,-25.816,-178.781,-174.682,136.23
S01/glasses/attentive/S01_attentive_glasses_000130.jpg,S01,attentive,glasses,glasses,,1,0.32106,0.45313,0.48876,-26.856,-178.127,-175.108,136.26
S01/glasses/attentive/S01_attentive_glasses_000131.jpg,S01,attentive,glasses,glasses,,1,0.32295,0.45083,0.49152,-24.693,-177.842,-175.954,136.24
S01/glasses/attentive/S01_attentive_glasses_000132.jpg,S01,attentive,glasses,glasses,,1,0.31986,0.45598,0.48447,-27.145,-177.782,-175.325,136.27
S01/glasses/attentive/S01_attentive_glasses_000133.jpg,S01,attentive,glasses,glasses,,1,0.31171,0.45211,0.49201,-26.365,-179.34,-174.974,136.24
S01/glasses/attentive/S01_attentive_glasses_000134.jpg,S01,attentive,glasses,glasses,,1,0.31334,0.45312,0.48491,-25.497,-179.015,-175.262,136.29
S01/glasses/attentive/S01_attentive_glasses_000135.jpg,S01,attentive,glasses,glasses,,1,0.33325,0.4543,0.48762,-25.682,-177.785,-175.317,136.29
S01/glasses/attentive/S01_attentive_glasses_000136.jpg,S01,attentive,glasses,glasses,,1,0.31463,0.45493,0.48228,-25.442,-178.904,-175.002,136.21
S01/glasses/attentive/S01_attentive_glasses_000137.jpg,S01,attentive,glasses,glasses,,1,0.31034,0.45048,0.48457,-25.951,-177.538,-175.529,136.24
S01/glasses/attentive/S01_attentive_glasses_000138.jpg,S01,attentive,glasses,glasses,,1,0.32572,0.453,0.48634,-26.452,-177.68,-175.115,136.24
S01/glasses/attentive/S01_attentive_glasses_000139.jpg,S01,attentive,glasses,glasses,,1,0.3149,0.45284,0.49017,-25.607,-179.608,-174.81,136.34
S01/glasses/attentive/S01_attentive_glasses_000140.jpg,S01,attentive,glasses,glasses,,1,0.33775,0.45075,0.48789,-25.71,-178.814,-175.823,136.29
S01/glasses/attentive/S01_attentive_glasses_000141.jpg,S01,attentive,glasses,glasses,,1,0.32533,0.45359,0.48995,-26.345,-179.416,-175.18,136.35
S01/glasses/attentive/S01_attentive_glasses_000142.jpg,S01,attentive,glasses,glasses,,1,0.31604,0.45181,0.4867,-26.302,-179.087,-175.208,136.31
S01/glasses/attentive/S01_attentive_glasses_000143.jpg,S01,attentive,glasses,glasses,,1,0.32977,0.45187,0.48468,-26.15,-179.79,-174.938,136.37
S01/glasses/attentive/S01_attentive_glasses_000144.jpg,S01,attentive,glasses,glasses,,1,0.30549,0.45102,0.48485,-26.574,-178.079,-175.31,136.4
S01/glasses/attentive/S01_attentive_glasses_000145.jpg,S01,attentive,glasses,glasses,,1,0.32091,0.45106,0.48901,-26.342,-178.049,-175.373,136.47
S01/glasses/attentive/S01_attentive_glasses_000146.jpg,S01,attentive,glasses,glasses,,1,0.32529,0.45369,0.48706,-26.828,-177.742,-175.295,136.5
S01/glasses/attentive/S01_attentive_glasses_000147.jpg,S01,attentive,glasses,glasses,,1,0.32222,0.45068,0.48378,-27.012,-176.252,-175.972,136.52
S01/glasses/attentive/S01_attentive_glasses_000148.jpg,S01,attentive,glasses,glasses,,1,0.31286,0.45318,0.4881,-25.513,-179.298,-174.974,136.59
S01/glasses/attentive/S01_attentive_glasses_000149.jpg,S01,attentive,glasses,glasses,,1,0.32316,0.45243,0.48166,-26.853,-178.771,-174.793,136.68
S01/glasses/drowsy/S01_drowsy_glasses_000000.jpg,S01,drowsy,glasses,glasses,,1,0.30264,0.45083,0.49735,-20.057,-176.293,179.252,141.27
S01/glasses/drowsy/S01_drowsy_glasses_000001.jpg,S01,drowsy,glasses,glasses,,1,0.2909,0.45339,0.51196,-17.731,-177.164,179.54,141.24
S01/glasses/drowsy/S01_drowsy_glasses_000002.jpg,S01,drowsy,glasses,glasses,,1,0.30191,0.45243,0.50196,-20.224,-176.291,-179.621,141.39
S01/glasses/drowsy/S01_drowsy_glasses_000003.jpg,S01,drowsy,glasses,glasses,,1,0.30627,0.45228,0.48425,-19.372,-176.287,179.085,140.89
S01/glasses/drowsy/S01_drowsy_glasses_000004.jpg,S01,drowsy,glasses,glasses,,1,0.31802,0.45104,0.48249,-22.877,-177.412,-179.405,141.08
S01/glasses/drowsy/S01_drowsy_glasses_000005.jpg,S01,drowsy,glasses,glasses,,1,0.30451,0.45081,0.49173,-23.002,-176.174,-179.683,141.05
S01/glasses/drowsy/S01_drowsy_glasses_000006.jpg,S01,drowsy,glasses,glasses,,1,0.26434,0.45346,0.48834,-23.186,-177.633,-178.264,141.06
S01/glasses/drowsy/S01_drowsy_glasses_000007.jpg,S01,drowsy,glasses,glasses,,1,0.2742,0.44987,0.49665,-23.93,-179.009,-177.407,141.0
S01/glasses/drowsy/S01_drowsy_glasses_000008.jpg,S01,drowsy,glasses,glasses,,1,0.26324,0.45184,0.5003,-23.538,-177.809,-177.416,141.1
S01/glasses/drowsy/S01_drowsy_glasses_000009.jpg,S01,drowsy,glasses,glasses,,1,0.26273,0.4511,0.49713,-22.824,-179.122,-177.193,141.06
S01/glasses/drowsy/S01_drowsy_glasses_000010.jpg,S01,drowsy,glasses,glasses,,1,0.28162,0.45087,0.50457,-23.31,-179.755,-177.634,141.11
S01/glasses/drowsy/S01_drowsy_glasses_000011.jpg,S01,drowsy,glasses,glasses,,1,0.27109,0.4512,0.49038,-26.008,-178.399,-177.984,141.12
S01/glasses/drowsy/S01_drowsy_glasses_000012.jpg,S01,drowsy,glasses,glasses,,1,0.25658,0.45003,0.4935,-25.244,-179.142,-177.709,141.17
S01/glasses/drowsy/S01_drowsy_glasses_000013.jpg,S01,drowsy,glasses,glasses,,1,0.25677,0.45062,0.49614,-25.007,-178.354,-177.967,141.18
S01/glasses/drowsy/S01_drowsy_glasses_000014.jpg,S01,drowsy,glasses,glasses,,1,0.26514,0.45064,0.49145,-21.512,-178.956,-177.773,141.17
S01/glasses/drowsy/S01_drowsy_glasses_000015.jpg,S01,drowsy,glasses,glasses,,1,0.28075,0.44921,0.49747,-24.403,-177.645,-177.252,141.18
S01/glasses/drowsy/S01_drowsy_glasses_000016.jpg,S01,drowsy,glasses,glasses,,1,0.27097,0.4495,0.49529,-24.469,-178.87,-177.309,141.23
S01/glasses/drowsy/S01_drowsy_glasses_000017.jpg,S01,drowsy,glasses,glasses,,1,0.2842,0.45005,0.49711,-25.414,-177.865,-177.712,141.26
S01/glasses/drowsy/S01_drowsy_glasses_000018.jpg,S01,drowsy,glasses,glasses,,1,0.26111,0.45443,0.49549,-26.292,-178.772,-177.411,141.28
S01/glasses/drowsy/S01_drowsy_glasses_000019.jpg,S01,drowsy,glasses,glasses,,1,0.2757,0.45332,0.4857,-27.31,-179.257,-177.02,141.24
